txtb_year,textbox1,textbox4,txtb_value
Muut lainat,"Keskikorko, %",8/2014,"2,09"
Muut lainat,"Keskikorko, %",9/2014,"2,09"
Muut lainat,"Keskikorko, %",10/2014,"2,07"
Muut lainat,"Keskikorko, %",11/2014,"2,04"
Muut lainat,"Keskikorko, %",12/2014,"2,04"
Muut lainat,"Keskikorko, %",1/2015,"2,02"
Muut lainat,"Keskikorko, %",2/2015,"2,01"
Muut lainat,"Keskikorko, %",3/2015,"1,99"
Muut lainat,"Keskikorko, %",4/2015,"1,96"
Muut lainat,"Keskikorko, %",5/2015,"1,93"
Muut lainat,"Keskikorko, %",6/2015,"1,91"
Muut lainat,"Keskikorko, %",7/2015,"1,90"
Muut lainat,"Keskikorko, %",8/2015,"1,89"
Muut lainat,"Keskikorko, %",9/2015,"1,87"
Muut lainat,"Keskikorko, %",10/2015,"1,86"
Muut lainat,"Keskikorko, %",11/2015,"1,85"
Muut lainat,"Keskikorko, %",12/2015,"1,83"
Muut lainat,"Keskikorko, %",1/2016,"1,81"
Muut lainat,"Keskikorko, %",2/2016,"1,78"
Muut lainat,"Keskikorko, %",3/2016,"1,76"
Muut lainat,"Keskikorko, %",4/2016,"1,74"
Muut lainat,"Keskikorko, %",5/2016,"1,73"
Muut lainat,"Keskikorko, %",6/2016,"1,71"
Muut lainat,"Keskikorko, %",7/2016,"1,70"
Muut lainat,"Keskikorko, %",8/2016,"1,69"
Muut lainat,"Keskikorko, %",9/2016,"1,67"
Muut lainat,"Keskikorko, %",10/2016,"1,66"
Muut lainat,"Keskikorko, %",11/2016,"1,65"
Muut lainat,"Keskikorko, %",12/2016,"1,63"
Muut lainat,"Keskikorko, %",1/2017,"1,63"
Muut lainat,"Keskikorko, %",2/2017,"1,62"
Muut lainat,"Keskikorko, %",3/2017,"1,61"
Muut lainat,"Keskikorko, %",4/2017,"1,61"
Muut lainat,"Keskikorko, %",5/2017,"1,60"
Muut lainat,"Keskikorko, %",6/2017,"1,60"
Muut lainat,"Keskikorko, %",7/2017,"1,60"
Muut lainat,"Keskikorko, %",8/2017,"1,58"
Muut lainat,"Keskikorko, %",9/2017,"1,58"
Muut lainat,"Keskikorko, %",10/2017,"1,57"
Muut lainat,"Keskikorko, %",11/2017,"1,57"
Muut lainat,"Keskikorko, %",12/2017,"1,58"
Muut lainat,"Keskikorko, %",1/2018,"1,56"
Muut lainat,"Keskikorko, %",2/2018,"1,56"
Muut lainat,"Keskikorko, %",3/2018,"1,57"
Muut lainat,"Keskikorko, %",4/2018,"1,55"
Muut lainat,"Keskikorko, %",5/2018,"1,53"
Muut lainat,"Keskikorko, %",6/2018,"1,54"
Muut lainat,"Keskikorko, %",7/2018,"1,54"
Muut lainat,"Keskikorko, %",8/2018,"1,53"
Muut lainat,"Keskikorko, %",9/2018,"1,52"
Muut lainat,"Keskikorko, %",10/2018,"1,51"
Muut lainat,"Keskikorko, %",11/2018,"1,52"
Muut lainat,"Keskikorko, %",12/2018,"1,51"
Muut lainat,"Keskikorko, %",1/2019,"1,49"
Muut lainat,"Keskikorko, %",2/2019,"1,49"
Muut lainat,"Keskikorko, %",3/2019,"1,50"
Muut lainat,"Keskikorko, %",4/2019,"1,49"
Muut lainat,"Keskikorko, %",5/2019,"1,50"
Muut lainat,"Keskikorko, %",6/2019,"1,45"
Muut lainat,"Keskikorko, %",7/2019,"1,45"
Muut lainat,"Keskikorko, %",8/2019,"1,43"
Muut lainat,"Keskikorko, %",9/2019,"1,42"
Muut lainat,"Keskikorko, %",10/2019,"1,41"
Muut lainat,"Keskikorko, %",11/2019,"1,40"
Muut lainat,"Keskikorko, %",12/2019,"1,40"
Muut lainat,"Keskikorko, %",1/2020,"1,34"
Muut lainat,"Keskikorko, %",2/2020,"1,34"
Muut lainat,"Keskikorko, %",3/2020,"1,32"
Muut lainat,"Keskikorko, %",4/2020,"1,33"
Muut lainat,"Keskikorko, %",5/2020,"1,34"
Muut lainat,"Keskikorko, %",6/2020,"1,33"
Muut lainat,"Keskikorko, %",7/2020,"1,33"
Muut lainat,"Keskikorko, %",8/2020,"1,32"
Muut lainat,"Keskikorko, %",9/2020,"1,31"
Muut lainat,"Keskikorko, %",10/2020,"1,30"
Muut lainat,"Keskikorko, %",11/2020,"1,29"
Muut lainat,"Keskikorko, %",12/2020,"1,28"
Muut lainat,"Keskikorko, %",1/2021,"1,25"
Muut lainat,"Keskikorko, %",2/2021,"1,25"
Muut lainat,"Keskikorko, %",3/2021,"1,25"
Muut lainat,"Keskikorko, %",4/2021,"1,24"
Muut lainat,"Keskikorko, %",5/2021,"1,24"
Muut lainat,"Keskikorko, %",6/2021,"1,23"
Muut lainat,"Keskikorko, %",7/2021,"1,23"
Muut lainat,"Keskikorko, %",8/2021,"1,21"
Muut lainat,"Keskikorko, %",9/2021,"1,20"
Muut lainat,"Keskikorko, %",10/2021,"1,20"
Muut lainat,"Keskikorko, %",11/2021,"1,20"
Muut lainat,"Keskikorko, %",12/2021,"1,19"
Muut lainat,"Keskikorko, %",1/2022,"1,18"
Muut lainat,"Keskikorko, %",2/2022,"1,18"
Muut lainat,"Keskikorko, %",3/2022,"1,19"
Muut lainat,"Keskikorko, %",4/2022,"1,20"
Muut lainat,"Keskikorko, %",5/2022,"1,22"
Muut lainat,"Keskikorko, %",6/2022,"1,29"
Muut lainat,"Keskikorko, %",7/2022,"1,36"
Muut lainat,"Keskikorko, %",8/2022,"1,51"
Muut lainat,"Keskikorko, %",9/2022,"1,78"
Muut lainat,"Keskikorko, %",10/2022,"2,02"
Muut lainat,"Keskikorko, %",11/2022,"2,23"
Muut lainat,"Keskikorko, %",12/2022,"2,46"
Muut lainat,"Keskikorko, %",1/2023,"2,66"
Muut lainat,"Keskikorko, %",2/2023,"2,89"
Muut lainat,"Keskikorko, %",3/2023,"3,12"
Muut lainat,"Keskikorko, %",4/2023,"3,33"
Muut lainat,"Keskikorko, %",5/2023,"3,56"
Muut lainat,"Keskikorko, %",6/2023,"3,81"
Muut lainat,"Keskikorko, %",7/2023,"3,96"
Muut lainat,"Keskikorko, %",8/2023,"4,27"
Muut lainat,"Keskikorko, %",9/2023,"4,45"
Muut lainat,"Keskikorko, %",10/2023,"4,56"
Muut lainat,"Keskikorko, %",11/2023,"4,62"
Muut lainat,"Keskikorko, %",12/2023,"4,66"
Muut lainat,"Keskikorko, %",1/2024,"4,65"
Muut lainat,"Keskikorko, %",2/2024,"4,65"
Muut lainat,"Keskikorko, %",3/2024,"4,65"
Muut lainat,"Keskikorko, %",4/2024,"4,64"
Muut lainat,"Keskikorko, %",5/2024,"4,63"
Muut lainat,"Keskikorko, %",6/2024,"4,61"
Muut lainat,"Keskikorko, %",7/2024,"4,58"
niistä opintolainat,"12 kk:n muutos (1), %",1/2003,
niistä opintolainat,"12 kk:n muutos (1), %",2/2003,
niistä opintolainat,"12 kk:n muutos (1), %",3/2003,
niistä opintolainat,"12 kk:n muutos (1), %",4/2003,
niistä opintolainat,"12 kk:n muutos (1), %",5/2003,
niistä opintolainat,"12 kk:n muutos (1), %",6/2003,
niistä opintolainat,"12 kk:n muutos (1), %",7/2003,
niistä opintolainat,"12 kk:n muutos (1), %",8/2003,
niistä opintolainat,"12 kk:n muutos (1), %",9/2003,
niistä opintolainat,"12 kk:n muutos (1), %",10/2003,
niistä opintolainat,"12 kk:n muutos (1), %",11/2003,
niistä opintolainat,"12 kk:n muutos (1), %",12/2003,
niistä opintolainat,"12 kk:n muutos (1), %",1/2004,"-2,4"
niistä opintolainat,"12 kk:n muutos (1), %",2/2004,"-2,5"
niistä opintolainat,"12 kk:n muutos (1), %",3/2004,"-2,2"
niistä opintolainat,"12 kk:n muutos (1), %",4/2004,"-2,1"
niistä opintolainat,"12 kk:n muutos (1), %",5/2004,"-2,1"
niistä opintolainat,"12 kk:n muutos (1), %",6/2004,"-2,1"
niistä opintolainat,"12 kk:n muutos (1), %",7/2004,"-2,1"
niistä opintolainat,"12 kk:n muutos (1), %",8/2004,"-2,2"
niistä opintolainat,"12 kk:n muutos (1), %",9/2004,"-1,7"
niistä opintolainat,"12 kk:n muutos (1), %",10/2004,"-1,7"
niistä opintolainat,"12 kk:n muutos (1), %",11/2004,"-1,8"
niistä opintolainat,"12 kk:n muutos (1), %",12/2004,"-1,9"
niistä opintolainat,"12 kk:n muutos (1), %",1/2005,"0,9"
niistä opintolainat,"12 kk:n muutos (1), %",2/2005,"0,9"
niistä opintolainat,"12 kk:n muutos (1), %",3/2005,"1,3"
niistä opintolainat,"12 kk:n muutos (1), %",4/2005,"1,3"
niistä opintolainat,"12 kk:n muutos (1), %",5/2005,"1,2"
niistä opintolainat,"12 kk:n muutos (1), %",6/2005,"1,2"
niistä opintolainat,"12 kk:n muutos (1), %",7/2005,"1,0"
niistä opintolainat,"12 kk:n muutos (1), %",8/2005,"1,4"
niistä opintolainat,"12 kk:n muutos (1), %",9/2005,"2,0"
niistä opintolainat,"12 kk:n muutos (1), %",10/2005,"2,2"
niistä opintolainat,"12 kk:n muutos (1), %",11/2005,"2,1"
niistä opintolainat,"12 kk:n muutos (1), %",12/2005,"2,2"
niistä opintolainat,"12 kk:n muutos (1), %",1/2006,"-0,1"
niistä opintolainat,"12 kk:n muutos (1), %",2/2006,"0,0"
niistä opintolainat,"12 kk:n muutos (1), %",3/2006,"0,3"
niistä opintolainat,"12 kk:n muutos (1), %",4/2006,"0,5"
niistä opintolainat,"12 kk:n muutos (1), %",5/2006,"0,7"
niistä opintolainat,"12 kk:n muutos (1), %",6/2006,"0,8"
niistä opintolainat,"12 kk:n muutos (1), %",7/2006,"0,9"
niistä opintolainat,"12 kk:n muutos (1), %",8/2006,"0,8"
niistä opintolainat,"12 kk:n muutos (1), %",9/2006,"1,4"
niistä opintolainat,"12 kk:n muutos (1), %",10/2006,"1,0"
niistä opintolainat,"12 kk:n muutos (1), %",11/2006,"0,9"
niistä opintolainat,"12 kk:n muutos (1), %",12/2006,"0,9"
niistä opintolainat,"12 kk:n muutos (1), %",1/2007,"0,7"
niistä opintolainat,"12 kk:n muutos (1), %",2/2007,"0,7"
niistä opintolainat,"12 kk:n muutos (1), %",3/2007,"1,2"
niistä opintolainat,"12 kk:n muutos (1), %",4/2007,"0,7"
niistä opintolainat,"12 kk:n muutos (1), %",5/2007,"0,4"
niistä opintolainat,"12 kk:n muutos (1), %",6/2007,"0,5"
niistä opintolainat,"12 kk:n muutos (1), %",7/2007,"0,2"
niistä opintolainat,"12 kk:n muutos (1), %",8/2007,"0,1"
niistä opintolainat,"12 kk:n muutos (1), %",9/2007,"0,0"
niistä opintolainat,"12 kk:n muutos (1), %",10/2007,"-0,1"
niistä opintolainat,"12 kk:n muutos (1), %",11/2007,"-0,4"
niistä opintolainat,"12 kk:n muutos (1), %",12/2007,"-0,1"
niistä opintolainat,"12 kk:n muutos (1), %",1/2008,"-0,4"
niistä opintolainat,"12 kk:n muutos (1), %",2/2008,"-0,4"
niistä opintolainat,"12 kk:n muutos (1), %",3/2008,"-0,7"
niistä opintolainat,"12 kk:n muutos (1), %",4/2008,"-0,3"
niistä opintolainat,"12 kk:n muutos (1), %",5/2008,"-0,3"
niistä opintolainat,"12 kk:n muutos (1), %",6/2008,"0,0"
niistä opintolainat,"12 kk:n muutos (1), %",7/2008,"0,0"
niistä opintolainat,"12 kk:n muutos (1), %",8/2008,"0,0"
niistä opintolainat,"12 kk:n muutos (1), %",9/2008,"-0,3"
niistä opintolainat,"12 kk:n muutos (1), %",10/2008,"0,0"
niistä opintolainat,"12 kk:n muutos (1), %",11/2008,"0,1"
niistä opintolainat,"12 kk:n muutos (1), %",12/2008,"0,2"
niistä opintolainat,"12 kk:n muutos (1), %",1/2009,"0,0"
niistä opintolainat,"12 kk:n muutos (1), %",2/2009,"0,1"
niistä opintolainat,"12 kk:n muutos (1), %",3/2009,"0,4"
niistä opintolainat,"12 kk:n muutos (1), %",4/2009,"0,5"
niistä opintolainat,"12 kk:n muutos (1), %",5/2009,"0,8"
niistä opintolainat,"12 kk:n muutos (1), %",6/2009,"0,8"
niistä opintolainat,"12 kk:n muutos (1), %",7/2009,"1,0"
niistä opintolainat,"12 kk:n muutos (1), %",8/2009,"1,2"
niistä opintolainat,"12 kk:n muutos (1), %",9/2009,"1,7"
niistä opintolainat,"12 kk:n muutos (1), %",10/2009,"2,0"
niistä opintolainat,"12 kk:n muutos (1), %",11/2009,"2,2"
niistä opintolainat,"12 kk:n muutos (1), %",12/2009,"1,8"
niistä opintolainat,"12 kk:n muutos (1), %",1/2010,"2,5"
niistä opintolainat,"12 kk:n muutos (1), %",2/2010,"2,6"
niistä opintolainat,"12 kk:n muutos (1), %",3/2010,"2,8"
niistä opintolainat,"12 kk:n muutos (1), %",4/2010,"2,6"
niistä opintolainat,"12 kk:n muutos (1), %",5/2010,"2,6"
niistä opintolainat,"12 kk:n muutos (1), %",6/2010,"-0,5"
niistä opintolainat,"12 kk:n muutos (1), %",7/2010,"-0,3"
niistä opintolainat,"12 kk:n muutos (1), %",8/2010,"-0,3"
niistä opintolainat,"12 kk:n muutos (1), %",9/2010,"-0,2"
niistä opintolainat,"12 kk:n muutos (1), %",10/2010,"-0,2"
niistä opintolainat,"12 kk:n muutos (1), %",11/2010,"-0,1"
niistä opintolainat,"12 kk:n muutos (1), %",12/2010,"0,0"
niistä opintolainat,"12 kk:n muutos (1), %",1/2011,"0,0"
niistä opintolainat,"12 kk:n muutos (1), %",2/2011,"0,1"
niistä opintolainat,"12 kk:n muutos (1), %",3/2011,"0,1"
niistä opintolainat,"12 kk:n muutos (1), %",4/2011,"0,4"
niistä opintolainat,"12 kk:n muutos (1), %",5/2011,"0,4"
niistä opintolainat,"12 kk:n muutos (1), %",6/2011,"3,5"
niistä opintolainat,"12 kk:n muutos (1), %",7/2011,"3,5"
niistä opintolainat,"12 kk:n muutos (1), %",8/2011,"3,7"
niistä opintolainat,"12 kk:n muutos (1), %",9/2011,"3,9"
niistä opintolainat,"12 kk:n muutos (1), %",10/2011,"4,0"
niistä opintolainat,"12 kk:n muutos (1), %",11/2011,"4,0"
niistä opintolainat,"12 kk:n muutos (1), %",12/2011,"4,3"
niistä opintolainat,"12 kk:n muutos (1), %",1/2012,"4,6"
niistä opintolainat,"12 kk:n muutos (1), %",2/2012,"4,7"
niistä opintolainat,"12 kk:n muutos (1), %",3/2012,"5,0"
niistä opintolainat,"12 kk:n muutos (1), %",4/2012,"5,1"
niistä opintolainat,"12 kk:n muutos (1), %",5/2012,"5,4"
niistä opintolainat,"12 kk:n muutos (1), %",6/2012,"5,4"
niistä opintolainat,"12 kk:n muutos (1), %",7/2012,"5,4"
niistä opintolainat,"12 kk:n muutos (1), %",8/2012,"5,6"
niistä opintolainat,"12 kk:n muutos (1), %",9/2012,"5,7"
niistä opintolainat,"12 kk:n muutos (1), %",10/2012,"5,6"
niistä opintolainat,"12 kk:n muutos (1), %",11/2012,"5,6"
niistä opintolainat,"12 kk:n muutos (1), %",12/2012,"5,6"
niistä opintolainat,"12 kk:n muutos (1), %",1/2013,"5,6"
niistä opintolainat,"12 kk:n muutos (1), %",2/2013,"5,5"
niistä opintolainat,"12 kk:n muutos (1), %",3/2013,"5,7"
niistä opintolainat,"12 kk:n muutos (1), %",4/2013,"5,6"
niistä opintolainat,"12 kk:n muutos (1), %",5/2013,"5,6"
niistä opintolainat,"12 kk:n muutos (1), %",6/2013,"5,5"
niistä opintolainat,"12 kk:n muutos (1), %",7/2013,"5,6"
niistä opintolainat,"12 kk:n muutos (1), %",8/2013,"5,5"
niistä opintolainat,"12 kk:n muutos (1), %",9/2013,"5,6"
niistä opintolainat,"12 kk:n muutos (1), %",10/2013,"5,9"
niistä opintolainat,"12 kk:n muutos (1), %",11/2013,"5,9"
niistä opintolainat,"12 kk:n muutos (1), %",12/2013,"5,9"
niistä opintolainat,"12 kk:n muutos (1), %",1/2014,"5,9"
niistä opintolainat,"12 kk:n muutos (1), %",2/2014,"5,9"
niistä opintolainat,"12 kk:n muutos (1), %",3/2014,"5,6"
niistä opintolainat,"12 kk:n muutos (1), %",4/2014,"6,1"
niistä opintolainat,"12 kk:n muutos (1), %",5/2014,"6,1"
niistä opintolainat,"12 kk:n muutos (1), %",6/2014,"6,3"
niistä opintolainat,"12 kk:n muutos (1), %",7/2014,"6,4"
niistä opintolainat,"12 kk:n muutos (1), %",8/2014,"7,3"
niistä opintolainat,"12 kk:n muutos (1), %",9/2014,"8,0"
niistä opintolainat,"12 kk:n muutos (1), %",10/2014,"8,4"
niistä opintolainat,"12 kk:n muutos (1), %",11/2014,"8,9"
niistä opintolainat,"12 kk:n muutos (1), %",12/2014,"9,3"
niistä opintolainat,"12 kk:n muutos (1), %",1/2015,"11,0"
niistä opintolainat,"12 kk:n muutos (1), %",2/2015,"11,3"
niistä opintolainat,"12 kk:n muutos (1), %",3/2015,"12,1"
niistä opintolainat,"12 kk:n muutos (1), %",4/2015,"12,3"
niistä opintolainat,"12 kk:n muutos (1), %",5/2015,"12,6"
niistä opintolainat,"12 kk:n muutos (1), %",6/2015,"13,1"
niistä opintolainat,"12 kk:n muutos (1), %",7/2015,"13,4"
niistä opintolainat,"12 kk:n muutos (1), %",8/2015,"13,7"
niistä opintolainat,"12 kk:n muutos (1), %",9/2015,"13,8"
niistä opintolainat,"12 kk:n muutos (1), %",10/2015,"13,8"
niistä opintolainat,"12 kk:n muutos (1), %",11/2015,"13,8"
niistä opintolainat,"12 kk:n muutos (1), %",12/2015,"13,8"
niistä opintolainat,"12 kk:n muutos (1), %",1/2016,"14,0"
niistä opintolainat,"12 kk:n muutos (1), %",2/2016,"14,0"
niistä opintolainat,"12 kk:n muutos (1), %",3/2016,"13,9"
niistä opintolainat,"12 kk:n muutos (1), %",4/2016,"13,9"
niistä opintolainat,"12 kk:n muutos (1), %",5/2016,"13,9"
niistä opintolainat,"12 kk:n muutos (1), %",6/2016,"14,0"
niistä opintolainat,"12 kk:n muutos (1), %",7/2016,"14,0"
niistä opintolainat,"12 kk:n muutos (1), %",8/2016,"14,2"
niistä opintolainat,"12 kk:n muutos (1), %",9/2016,"14,1"
niistä opintolainat,"12 kk:n muutos (1), %",10/2016,"14,0"
niistä opintolainat,"12 kk:n muutos (1), %",11/2016,"13,9"
niistä opintolainat,"12 kk:n muutos (1), %",12/2016,"13,9"
niistä opintolainat,"12 kk:n muutos (1), %",1/2017,"14,1"
niistä opintolainat,"12 kk:n muutos (1), %",2/2017,"14,0"
niistä opintolainat,"12 kk:n muutos (1), %",3/2017,"13,8"
niistä opintolainat,"12 kk:n muutos (1), %",4/2017,"13,6"
niistä opintolainat,"12 kk:n muutos (1), %",5/2017,"13,6"
niistä opintolainat,"12 kk:n muutos (1), %",6/2017,"13,8"
niistä opintolainat,"12 kk:n muutos (1), %",7/2017,"14,0"
niistä opintolainat,"12 kk:n muutos (1), %",8/2017,"17,2"
niistä opintolainat,"12 kk:n muutos (1), %",9/2017,"18,4"
niistä opintolainat,"12 kk:n muutos (1), %",10/2017,"19,2"
niistä opintolainat,"12 kk:n muutos (1), %",11/2017,"18,8"
niistä opintolainat,"12 kk:n muutos (1), %",12/2017,"19,0"
niistä opintolainat,"12 kk:n muutos (1), %",1/2018,"23,2"
niistä opintolainat,"12 kk:n muutos (1), %",2/2018,"23,7"
niistä opintolainat,"12 kk:n muutos (1), %",3/2018,"22,9"
niistä opintolainat,"12 kk:n muutos (1), %",4/2018,"22,8"
niistä opintolainat,"12 kk:n muutos (1), %",5/2018,"23,0"
niistä opintolainat,"12 kk:n muutos (1), %",6/2018,"23,1"
niistä opintolainat,"12 kk:n muutos (1), %",7/2018,"23,2"
niistä opintolainat,"12 kk:n muutos (1), %",8/2018,"22,7"
niistä opintolainat,"12 kk:n muutos (1), %",9/2018,"21,9"
niistä opintolainat,"12 kk:n muutos (1), %",10/2018,"21,6"
niistä opintolainat,"12 kk:n muutos (1), %",11/2018,"20,8"
niistä opintolainat,"12 kk:n muutos (1), %",12/2018,"20,7"
niistä opintolainat,"12 kk:n muutos (1), %",1/2019,"20,2"
niistä opintolainat,"12 kk:n muutos (1), %",2/2019,"20,0"
niistä opintolainat,"12 kk:n muutos (1), %",3/2019,"19,8"
niistä opintolainat,"12 kk:n muutos (1), %",4/2019,"19,5"
niistä opintolainat,"12 kk:n muutos (1), %",5/2019,"19,3"
niistä opintolainat,"12 kk:n muutos (1), %",6/2019,"19,0"
niistä opintolainat,"12 kk:n muutos (1), %",7/2019,"18,9"
niistä opintolainat,"12 kk:n muutos (1), %",8/2019,"18,2"
niistä opintolainat,"12 kk:n muutos (1), %",9/2019,"18,0"
niistä opintolainat,"12 kk:n muutos (1), %",10/2019,"17,8"
niistä opintolainat,"12 kk:n muutos (1), %",11/2019,"17,6"
niistä opintolainat,"12 kk:n muutos (1), %",12/2019,"17,7"
niistä opintolainat,"12 kk:n muutos (1), %",1/2020,"17,0"
niistä opintolainat,"12 kk:n muutos (1), %",2/2020,"17,0"
niistä opintolainat,"12 kk:n muutos (1), %",3/2020,"16,9"
niistä opintolainat,"12 kk:n muutos (1), %",4/2020,"16,6"
niistä opintolainat,"12 kk:n muutos (1), %",5/2020,"16,4"
niistä opintolainat,"12 kk:n muutos (1), %",6/2020,"16,8"
niistä opintolainat,"12 kk:n muutos (1), %",7/2020,"16,8"
niistä opintolainat,"12 kk:n muutos (1), %",8/2020,"16,1"
niistä opintolainat,"12 kk:n muutos (1), %",9/2020,"16,0"
niistä opintolainat,"12 kk:n muutos (1), %",10/2020,"15,8"
niistä opintolainat,"12 kk:n muutos (1), %",11/2020,"15,4"
niistä opintolainat,"12 kk:n muutos (1), %",12/2020,"15,3"
niistä opintolainat,"12 kk:n muutos (1), %",1/2021,"14,5"
niistä opintolainat,"12 kk:n muutos (1), %",2/2021,"14,4"
niistä opintolainat,"12 kk:n muutos (1), %",3/2021,"14,1"
niistä opintolainat,"12 kk:n muutos (1), %",4/2021,"14,1"
niistä opintolainat,"12 kk:n muutos (1), %",5/2021,"14,0"
niistä opintolainat,"12 kk:n muutos (1), %",6/2021,"13,7"
niistä opintolainat,"12 kk:n muutos (1), %",7/2021,"13,6"
niistä opintolainat,"12 kk:n muutos (1), %",8/2021,"13,4"
niistä opintolainat,"12 kk:n muutos (1), %",9/2021,"13,1"
niistä opintolainat,"12 kk:n muutos (1), %",10/2021,"12,9"
niistä opintolainat,"12 kk:n muutos (1), %",11/2021,"12,8"
niistä opintolainat,"12 kk:n muutos (1), %",12/2021,"12,6"
niistä opintolainat,"12 kk:n muutos (1), %",1/2022,"11,9"
niistä opintolainat,"12 kk:n muutos (1), %",2/2022,"11,7"
niistä opintolainat,"12 kk:n muutos (1), %",3/2022,"11,6"
niistä opintolainat,"12 kk:n muutos (1), %",4/2022,"11,8"
niistä opintolainat,"12 kk:n muutos (1), %",5/2022,"11,7"
niistä opintolainat,"12 kk:n muutos (1), %",6/2022,"11,6"
niistä opintolainat,"12 kk:n muutos (1), %",7/2022,"11,5"
niistä opintolainat,"12 kk:n muutos (1), %",8/2022,"11,1"
niistä opintolainat,"12 kk:n muutos (1), %",9/2022,"10,7"
niistä opintolainat,"12 kk:n muutos (1), %",10/2022,"10,5"
niistä opintolainat,"12 kk:n muutos (1), %",11/2022,"10,3"
niistä opintolainat,"12 kk:n muutos (1), %",12/2022,"10,4"
niistä opintolainat,"12 kk:n muutos (1), %",1/2023,"9,4"
niistä opintolainat,"12 kk:n muutos (1), %",2/2023,"9,1"
niistä opintolainat,"12 kk:n muutos (1), %",3/2023,"8,8"
niistä opintolainat,"12 kk:n muutos (1), %",4/2023,"8,3"
niistä opintolainat,"12 kk:n muutos (1), %",5/2023,"7,9"
niistä opintolainat,"12 kk:n muutos (1), %",6/2023,"8,0"
niistä opintolainat,"12 kk:n muutos (1), %",7/2023,"7,7"
niistä opintolainat,"12 kk:n muutos (1), %",8/2023,"6,5"
niistä opintolainat,"12 kk:n muutos (1), %",9/2023,"6,0"
niistä opintolainat,"12 kk:n muutos (1), %",10/2023,"5,4"
niistä opintolainat,"12 kk:n muutos (1), %",11/2023,"5,1"
niistä opintolainat,"12 kk:n muutos (1), %",12/2023,"5,5"
niistä opintolainat,"12 kk:n muutos (1), %",1/2024,"4,1"
niistä opintolainat,"12 kk:n muutos (1), %",2/2024,"3,9"
niistä opintolainat,"12 kk:n muutos (1), %",3/2024,"3,9"
niistä opintolainat,"12 kk:n muutos (1), %",4/2024,"3,7"
niistä opintolainat,"12 kk:n muutos (1), %",5/2024,"3,6"
niistä opintolainat,"12 kk:n muutos (1), %",6/2024,"4,1"
niistä opintolainat,"12 kk:n muutos (1), %",7/2024,"4,1"
niistä opintolainat,"Keskikorko, %",1/2003,"4,64"
niistä opintolainat,"Keskikorko, %",2/2003,"4,63"
niistä opintolainat,"Keskikorko, %",3/2003,"4,41"
niistä opintolainat,"Keskikorko, %",4/2003,"4,40"
niistä opintolainat,"Keskikorko, %",5/2003,"4,38"
niistä opintolainat,"Keskikorko, %",6/2003,"4,12"
niistä opintolainat,"Keskikorko, %",7/2003,"4,11"
niistä opintolainat,"Keskikorko, %",8/2003,"4,06"
niistä opintolainat,"Keskikorko, %",9/2003,"4,02"
niistä opintolainat,"Keskikorko, %",10/2003,"4,00"
niistä opintolainat,"Keskikorko, %",11/2003,"3,99"
niistä opintolainat,"Keskikorko, %",12/2003,"3,97"
niistä opintolainat,"Keskikorko, %",1/2004,"3,85"
niistä opintolainat,"Keskikorko, %",2/2004,"3,84"
niistä opintolainat,"Keskikorko, %",3/2004,"3,82"
niistä opintolainat,"Keskikorko, %",4/2004,"3,82"
niistä opintolainat,"Keskikorko, %",5/2004,"3,82"
niistä opintolainat,"Keskikorko, %",6/2004,"3,81"
niistä opintolainat,"Keskikorko, %",7/2004,"3,82"
niistä opintolainat,"Keskikorko, %",8/2004,"3,81"
niistä opintolainat,"Keskikorko, %",9/2004,"3,81"
niistä opintolainat,"Keskikorko, %",10/2004,"3,81"
niistä opintolainat,"Keskikorko, %",11/2004,"3,80"
niistä opintolainat,"Keskikorko, %",12/2004,"3,80"
niistä opintolainat,"Keskikorko, %",1/2005,"3,74"
niistä opintolainat,"Keskikorko, %",2/2005,"3,74"
niistä opintolainat,"Keskikorko, %",3/2005,"3,73"
niistä opintolainat,"Keskikorko, %",4/2005,"3,73"
niistä opintolainat,"Keskikorko, %",5/2005,"3,73"
niistä opintolainat,"Keskikorko, %",6/2005,"3,72"
niistä opintolainat,"Keskikorko, %",7/2005,"3,71"
niistä opintolainat,"Keskikorko, %",8/2005,"3,70"
niistä opintolainat,"Keskikorko, %",9/2005,"3,68"
niistä opintolainat,"Keskikorko, %",10/2005,"3,68"
niistä opintolainat,"Keskikorko, %",11/2005,"3,68"
niistä opintolainat,"Keskikorko, %",12/2005,"3,69"
niistä opintolainat,"Keskikorko, %",1/2006,"3,71"
niistä opintolainat,"Keskikorko, %",2/2006,"3,73"
niistä opintolainat,"Keskikorko, %",3/2006,"3,74"
niistä opintolainat,"Keskikorko, %",4/2006,"3,84"
niistä opintolainat,"Keskikorko, %",5/2006,"3,89"
niistä opintolainat,"Keskikorko, %",6/2006,"4,01"
niistä opintolainat,"Keskikorko, %",7/2006,"4,10"
niistä opintolainat,"Keskikorko, %",8/2006,"4,19"
niistä opintolainat,"Keskikorko, %",9/2006,"4,43"
niistä opintolainat,"Keskikorko, %",10/2006,"4,49"
niistä opintolainat,"Keskikorko, %",11/2006,"4,61"
niistä opintolainat,"Keskikorko, %",12/2006,"4,68"
niistä opintolainat,"Keskikorko, %",1/2007,"4,89"
niistä opintolainat,"Keskikorko, %",2/2007,"4,96"
niistä opintolainat,"Keskikorko, %",3/2007,"4,97"
niistä opintolainat,"Keskikorko, %",4/2007,"5,00"
